time,population_size,avg_fitness,difficulty
0,11,0.4894085283382614,0.5
1,11,0.4894085283382614,0.501
2,18,0.4882976822834331,0.502
3,15,0.5081324035138012,0.503
4,15,0.49852210930582724,0.504
5,13,0.48273681073218955,0.505
6,11,0.49305163644404426,0.506
7,20,0.5038772996821607,0.507
8,15,0.5369301695710208,0.508
9,11,0.52427421533675,0.509
10,10,0.5194757537896095,0.51
11,18,0.5427090077624254,0.511
12,17,0.5409707828773824,0.512
13,13,0.5427452648800131,0.513
14,11,0.5611866495088862,0.514
15,10,0.5456639900669984,0.515
16,18,0.5427090077624254,0.516
17,13,0.5562424485805451,0.517
18,12,0.5549077500615774,0.518
19,11,0.5533303790846159,0.519
20,18,0.5664337255340997,0.52
21,18,0.5664337255340997,0.521
22,14,0.5650598415013467,0.522
23,13,0.5645060730931305,0.523
24,12,0.5638600099502119,0.524
25,22,0.5630964807813078,0.525
26,17,0.5485257983279854,0.526
27,14,0.5650598415013467,0.527
28,13,0.5645060730931305,0.528
29,24,0.5622893250861442,0.529
30,23,0.5618558683156218,0.53
31,18,0.5757814732825607,0.531
32,15,0.566875707569468,0.532
33,13,0.5660475347635163,0.533
34,24,0.5607186402220765,0.534
35,17,0.5519945603561963,0.535
36,15,0.5694710377537728,0.536
37,12,0.5859416153777072,0.537
38,22,0.5871855048840298,0.538
39,22,0.5871855048840298,0.539
40,18,0.5893892656945012,0.54
41,16,0.5915305700552946,0.541
42,16,0.582520919235319,0.542
43,15,0.5832050584637967,0.543
44,16,0.5794379124620985,0.544
45,13,0.5810946236130086,0.545
46,11,0.5827011313957091,0.546
47,10,0.5817414612829631,0.547
48,18,0.5828775991301663,0.548
49,17,0.5835022325608729,0.549
50,13,0.5796674096580108,0.55
51,12,0.5802847912288321,0.551
52,11,0.5810144239943482,0.552
53,20,0.5784390437343503,0.553
54,16,0.5798912706971465,0.554
55,15,0.5804001000230793,0.555
56,14,0.5795502619873586,0.556
57,12,0.580765500517226,0.557
58,22,0.5783815165553983,0.558
59,17,0.5841548694970758,0.559
60,16,0.5848983719151333,0.56
61,14,0.5813620704280541,0.561
62,13,0.5805208579591992,0.562
63,26,0.5825032277589354,0.5630000000000001
64,20,0.5875202387431274,0.5640000000000001
65,17,0.5816087112644326,0.5650000000000001
66,15,0.5828553619919362,0.5660000000000001
67,28,0.583239427221855,0.5670000000000001
68,27,0.5836461159779178,0.5680000000000001
69,21,0.5799339026481964,0.5690000000000001
70,17,0.5770220755466603,0.5700000000000001
71,15,0.5821594129299473,0.5710000000000001
72,28,0.5828665973672181,0.5720000000000001
73,19,0.5895843307750717,0.5730000000000001
74,16,0.583690350084948,0.5740000000000001
75,14,0.5852173371030582,0.5750000000000001
76,12,0.5873770881522087,0.5760000000000001
77,20,0.5943579410571923,0.5770000000000001
78,15,0.5919722984106894,0.5780000000000001
79,12,0.6035221676031707,0.5790000000000001
80,10,0.6011811158226791,0.5800000000000001
81,18,0.6012102882361664,0.5810000000000001
82,18,0.6012102882361664,0.5820000000000001
83,14,0.6008594836239016,0.5830000000000001
84,11,0.6008471897195645,0.5840000000000001
85,20,0.5962272953073989,0.5850000000000001
86,18,0.5989079024061321,0.5860000000000001
87,13,0.6014776512958088,0.5870000000000001
88,11,0.5921788464364718,0.5880000000000001
89,9,0.5966055165760978,0.5890000000000001
90,16,0.6009537567883196,0.5900000000000001
91,13,0.5963233404035322,0.5910000000000001
92,10,0.5970368213286171,0.5920000000000001
93,9,0.5966055165760978,0.5930000000000001
94,18,0.5994944036649587,0.5940000000000001
95,17,0.6017105688877019,0.5950000000000001
96,13,0.6003233379111859,0.5960000000000001
97,10,0.6079645638987479,0.5970000000000001
98,18,0.6023832907538197,0.5980000000000001
99,18,0.6023832907538197,0.5990000000000001
100,14,0.6035504443984202,0.6000000000000001
101,11,0.6027559405003564,0.6010000000000001
102,9,0.610692991090827,0.6020000000000001
103,16,0.6061488482470276,0.6030000000000001
104,13,0.6035203172703908,0.6040000000000001
105,11,0.5976135036212872,0.6050000000000001
106,10,0.6011928944955837,0.6060000000000001
107,18,0.6012233756505049,0.6070000000000001
108,17,0.603541245107692,0.6080000000000001
109,13,0.6035203172703908,0.6090000000000001
110,11,0.6075478150486787,0.6100000000000001
111,10,0.6024829943332364,0.6110000000000001
112,18,0.6047376587794182,0.6120000000000001
113,13,0.6068234245762055,0.6130000000000001
114,10,0.6118019195892805,0.6140000000000001
115,9,0.6082519419083318,0.6150000000000001
116,16,0.6140559852870828,0.6160000000000001
117,15,0.6175384113143335,0.6170000000000001
118,11,0.6150059390667297,0.6180000000000001
119,9,0.6173555112238315,0.6190000000000001
120,16,0.6140559852870828,0.6200000000000001
121,15,0.6175384113143336,0.6210000000000001
122,13,0.6068234245762055,0.6220000000000001
123,12,0.603746066731071,0.6230000000000001
124,20,0.6078643538212658,0.6240000000000001
125,18,0.6129804381482595,0.6250000000000001
126,13,0.6133705732161056,0.6260000000000001
127,11,0.6149956111899845,0.6270000000000001
128,18,0.6177089343881873,0.6280000000000001
129,18,0.6177089343881873,0.6290000000000001
130,12,0.6133331574442961,0.6300000000000001
131,10,0.6151132160612011,0.6310000000000001
132,9,0.6119311602104656,0.6320000000000001
133,16,0.6181951058769835,0.6330000000000001
134,12,0.6230570543096708,0.6340000000000001
135,10,0.6256669034634624,0.6350000000000001
136,9,0.6327610488618114,0.6360000000000001
137,16,0.6156683009203623,0.6370000000000001
138,15,0.6192582146564983,0.6380000000000001
139,13,0.6062606619156875,0.6390000000000001
140,10,0.6113997696429473,0.6400000000000001
141,18,0.6106458942299052,0.6410000000000001
142,17,0.6135180294858806,0.6420000000000001
143,13,0.6107008904512099,0.6430000000000001
144,11,0.6121400238426897,0.6440000000000001
145,9,0.6233223413903269,0.6450000000000001
146,16,0.620356867333965,0.6460000000000001
147,11,0.6195883987371894,0.6470000000000001
148,9,0.6229562952655044,0.6480000000000001
149,16,0.6172722863399444,0.6490000000000001
150,15,0.618577582900148,0.6500000000000001
151,28,0.6197989493007137,0.6510000000000001
152,23,0.6270364016371875,0.6520000000000001
153,21,0.625909459505338,0.6530000000000001
154,19,0.6326557610450239,0.6540000000000001
155,28,0.6340608835032538,0.6550000000000001
156,26,0.633691005771073,0.6560000000000001
157,18,0.6420463614336397,0.6570000000000001
158,15,0.642826898584992,0.6580000000000001
159,26,0.6355290039003351,0.6590000000000001
160,23,0.6451432746423368,0.6600000000000001
161,18,0.6488608500708575,0.6610000000000001
162,15,0.6412732347277497,0.6620000000000001
163,12,0.655288604916319,0.6630000000000001
164,20,0.6584788220280061,0.6640000000000001
165,14,0.638942147752776,0.6650000000000001
166,11,0.6685544769236805,0.6660000000000001
167,20,0.660481065342005,0.6670000000000001
168,19,0.6619802755092805,0.6680000000000001
169,38,0.6619802755092805,0.6690000000000002
170,32,0.6583354782537983,0.6700000000000002
171,30,0.6638367691158683,0.6710000000000002
172,27,0.6652084140802015,0.6720000000000002
173,22,0.6635498022643693,0.6730000000000002
174,36,0.6712111200903993,0.6740000000000002
175,28,0.6767226107982368,0.6750000000000002
176,23,0.6693527868914604,0.6760000000000002
177,20,0.6777969964304006,0.6770000000000002
178,17,0.6911389379308579,0.6780000000000002
179,30,0.6967109648645887,0.6790000000000002
180,22,0.7016543125731387,0.6800000000000002
181,19,0.6920913792465068,0.6810000000000002
182,17,0.6977607632896181,0.6820000000000002
183,16,0.6966258739224135,0.6830000000000002
184,30,0.6924042562786882,0.6840000000000002
185,22,0.6821124803130897,0.6850000000000002
186,18,0.6901669083284828,0.6860000000000002
187,16,0.6835523675121766,0.6870000000000002
188,15,0.6916934865561642,0.6880000000000002
189,30,0.6916934865561642,0.6890000000000002
190,21,0.6868436139695188,0.6900000000000002
191,17,0.6993856718551593,0.6910000000000002
192,15,0.6971812290138615,0.6920000000000002
193,28,0.7021928785452715,0.6930000000000002
194,28,0.7021928785452715,0.6940000000000002
195,22,0.6967560946628363,0.6950000000000002
196,18,0.6993352212599971,0.6960000000000002
197,17,0.6848892720273705,0.6970000000000002
198,15,0.690354292980345,0.6980000000000002
199,16,0.6727493383534943,0.6990000000000002
200,12,0.6761402025681407,0.7000000000000002
201,11,0.6466977021680177,0.7010000000000002
202,10,0.6397755730683301,0.7020000000000002
203,9,0.6544305798617365,0.7030000000000002
204,18,0.6564053700063679,0.7040000000000002
205,14,0.6546421198054572,0.7050000000000002
206,11,0.675755423659651,0.7060000000000002
207,10,0.6705344159191444,0.7070000000000002
208,18,0.660906831191563,0.7080000000000002
209,17,0.6699083793835565,0.7090000000000002
210,12,0.6715697937800877,0.7100000000000002
211,10,0.6835038020268487,0.7110000000000002
212,9,0.6785636132448633,0.7120000000000002
213,16,0.665893725171415,0.7130000000000002
214,11,0.6812209478912192,0.7140000000000002
215,10,0.6505469227733742,0.7150000000000002
216,9,0.6663987462006743,0.7160000000000002
217,16,0.6602087153301469,0.7170000000000002
218,15,0.6703639288903118,0.7180000000000002
219,12,0.6536415190993703,0.7190000000000002
220,10,0.6607852216200051,0.7200000000000002
221,18,0.6432833593965388,0.7210000000000002
222,18,0.6432833593965388,0.7220000000000002
223,12,0.6536415190993703,0.7230000000000002
224,10,0.6517515735633568,0.7240000000000002
225,9,0.6432833593965388,0.7250000000000002
226,16,0.6610189628017042,0.7260000000000002
227,12,0.6678562415230002,0.7270000000000002
228,10,0.651843318727866,0.7280000000000002
229,9,0.6678391861501097,0.7290000000000002
230,16,0.6605958582389774,0.7300000000000002
231,15,0.6561045487172613,0.7310000000000002
232,11,0.646269368647645,0.7320000000000002
233,9,0.6525685602368559,0.7330000000000002
234,16,0.6318518825625625,0.7340000000000002
235,15,0.6401166406048885,0.7350000000000002
236,10,0.6342618290260623,0.7360000000000002
237,8,0.6318518825625625,0.7370000000000002
238,7,0.620809391477034,0.7380000000000002
239,12,0.6396308714019273,0.7390000000000002
240,9,0.6490563834818421,0.7400000000000002
241,7,0.6505291745109225,0.7410000000000002
242,12,0.6396308714019273,0.7420000000000002
243,11,0.6516081768086777,0.7430000000000002
244,22,0.6516081768086776,0.7440000000000002
245,19,0.6579640465423348,0.7450000000000002
246,18,0.6547443272855259,0.7460000000000002
247,17,0.6473808925474717,0.7470000000000002
248,13,0.6533748029580254,0.7480000000000002
249,22,0.654411215300514,0.7490000000000002
250,16,0.6575551402750621,0.7500000000000002
251,13,0.6502427920621865,0.7510000000000002
252,11,0.6572142537923509,0.7520000000000002
253,18,0.6672841429581434,0.7530000000000002
254,17,0.6766608271364064,0.7540000000000002
255,13,0.673907499227546,0.7550000000000002
256,11,0.6793631145634523,0.7560000000000002
257,9,0.6975110547253407,0.7570000000000002
258,16,0.6872095968369522,0.7580000000000002
259,11,0.7029302576480686,0.7590000000000002
260,9,0.711783371174431,0.7600000000000002
261,16,0.6837306472857881,0.7610000000000002
262,16,0.6837306472857881,0.7620000000000002
263,30,0.6932510173595899,0.7630000000000002
264,26,0.6875177002158586,0.7640000000000002
265,23,0.6913105530482594,0.7650000000000002
266,21,0.6836943434983306,0.7660000000000002
267,17,0.6855014062295814,0.7670000000000002
268,30,0.6922003070108423,0.7680000000000002
269,22,0.6839760511589831,0.7690000000000002
270,17,0.6931972006020675,0.7700000000000002
271,16,0.6919074288065544,0.7710000000000002
272,15,0.7041758899318131,0.7720000000000002
273,26,0.7181267167942202,0.7730000000000002
274,18,0.7260687007952839,0.7740000000000002
275,15,0.7310312187180624,0.7750000000000002
276,13,0.744435773154678,0.7760000000000002
277,24,0.7401835538341017,0.7770000000000002
278,24,0.7401835538341017,0.7780000000000002
279,18,0.717164596120651,0.7790000000000002
280,14,0.7225245187884399,0.7800000000000002
281,13,0.7047146572234374,0.7810000000000002
282,11,0.7241723432940705,0.7820000000000003
283,12,0.716722361006858,0.7830000000000003
284,9,0.695655575398328,0.7840000000000003
285,8,0.6690658265888362,0.7850000000000003
286,14,0.6532291278397488,0.7860000000000003
287,12,0.677453897158428,0.7870000000000003
288,10,0.711368574204579,0.7880000000000003
289,16,0.7282353140357084,0.7890000000000003
290,14,0.7259034357957864,0.7900000000000003
291,13,0.7217481064083509,0.7910000000000003
292,18,0.7561526783039256,0.7920000000000003
293,16,0.7405993175084727,0.7930000000000003
294,14,0.7738448611628727,0.7940000000000003
295,11,0.7786171286379495,0.7950000000000003
296,20,0.8049703309407901,0.7960000000000003
297,18,0.8077533990639393,0.7970000000000003
298,12,0.8561270088775115,0.7980000000000003
299,9,0.881528439225866,0.7990000000000003
300,16,0.8701000193130239,0.8000000000000003
301,14,0.8688522012699469,0.8010000000000003
302,11,0.9011627274532902,0.8020000000000003
303,11,0.9011627274532902,0.8030000000000003
304,9,0.9054976482296367,0.8040000000000003
305,18,0.9054976482296365,0.8050000000000003
306,14,0.8982375511280756,0.8060000000000003
307,12,0.9241415358723923,0.8070000000000003
308,12,0.9238507326968947,0.8080000000000003
309,11,0.918951092633278,0.8090000000000003
310,22,0.9233385760526714,0.8100000000000003
